Subject,Age,Sex,DirectGenDK,DirectGenDK.RT,Age when event occurred,Vividness,Intensity of Emotion,Valence,Perspective,Perspective.RT,WordsPresented,CueType,logRT
1,19,male,Direct,16845,11,4,1,5,2,6436,1Humorous,emo,4.22647101531714
1,19,male,Gen,3183,9,3,1,5,2,7705,1Amazed,emo,3.502836638621
1,19,male,Gen,8731,17,4,2,5,2,5515,1Devoted,emo,3.9410639882199
1,19,male,Gen,13455,14,4,4,3,1,7303,1Eager,emo,4.12888370209977
1,19,male,Gen,1699,19,4,2,5,1,12129,1Enjoying,emo,3.23019337886905
1,19,male,Gen,2974,16,5,4,5,3,7195,1Excited,emo,3.47334096418594
1,19,male,Gen,4302,17,5,2,5,3,4893,1Happy,emo,3.63367040605144
1,19,male,Gen,4415,16,3,4,3,3,7418,1Hopeful ,emo,3.64493070791359
1,19,male,Gen,11700,18,3,3,5,2,8731,1Proud,emo,4.06818586174616
1,19,male,Gen,6614,17,3,2,4,2,2094,1Relieved,emo,3.82046419057768
1,19,male,Gen,1636,19,5,3,5,3,3456,2Apple,object,3.2137832993353
1,19,male,Gen,2698,14,3,2,1,3,3127,2Arm,object,3.43104194533589
1,19,male,Gen,2805,18,3,1,2,1,2396,2Book,object,3.44793286559218
1,19,male,Gen,20835,17,5,2,5,3,6101,2Car,object,4.3187935047933
1,19,male,Gen,1538,18,4,2,5,1,2651,2Grass,object,3.18695633546541
1,19,male,Gen,29346,12,4,2,2,1,21271,2Insect,object,4.46754891320493
1,19,male,Gen,3602,17,3,3,3,2,2059,2Potato,object,3.55654370848351
1,19,male,Gen,31573,13,3,2,5,3,6706,2River,object,4.49931584960033
1,19,male,Gen,3090,18,2,3,3,1,2227,2Salad,object,3.48995847942483
1,19,male,DK,18498,10,3,2,3,1,2283,2Chair,object,4.26712477511015
2,19,male,Direct,8921,19,3,2,3,3,3725,1Devoted,emo,3.95041353936938
2,19,male,Direct,1822,18,4,3,5,2,1206,1Excited,emo,3.26054837263698
2,19,male,Direct,14161,18,5,3,5,2,21813,1Happy,emo,4.15109392278506
2,19,male,Direct,9119,18,4,4,1,2,13116,1Hopeful ,emo,3.9599472157085
2,19,male,Direct,21098,18,4,2,5,2,19527,1Proud,emo,4.32424128799287
2,19,male,Gen,15522,18,4,4,5,2,3550,1Amazed,emo,4.19094767910019
2,19,male,Gen,26262,8,2,1,2,2,2251,1Eager,emo,4.41932779699676
2,19,male,Gen,13207,10,2,3,5,2,2702,1Enjoying,emo,4.1208041778408
2,19,male,Gen,1707,9,1,2,5,2,3781,1Humorous,emo,3.23223352111473
2,19,male,Gen,4519,17,5,5,4,3,3094,1Relieved,emo,3.6550423413312
2,19,male,Direct,11517,14,5,4,1,2,1651,2Chair,object,4.06133936683707
2,19,male,Direct,3721,15,4,4,2,2,8618,2River,object,3.57065967002153
2,19,male,Direct,7559,19,4,1,3,1,2391,2Salad,object,3.87846434534147
2,19,male,Gen,16156,12,5,3,5,2,1766,2Apple,object,4.20833384449795
2,19,male,Gen,14005,4,4,5,1,2,4094,2Arm,object,4.14628311315959
2,19,male,Gen,1717,13,4,3,3,2,1489,2Book,object,3.23477029516092
2,19,male,Gen,24305,11,2,3,4,2,9323,2Car,object,4.38569562541056
2,19,male,Gen,2582,18,4,4,4,1,5913,2Grass,object,3.4119562379304
2,19,male,Gen,1308,14,2,3,4,2,1837,2Potato,object,3.11660774398825
2,19,male,DK,16043,7,3,4,1,1,4314,2Insect,object,4.20528558350053
3,18,female,Direct,5360,18,5,3,5,3,2200,1Amazed,emo,3.72916478969277
3,18,female,Gen,1414,17,4,4,4,3,2312,1Enjoying,emo,3.15044940946088
3,18,female,Gen,5951,18,5,4,5,2,1440,1Excited,emo,3.77458995026479
3,18,female,Gen,2261,17,3,3,5,3,1413,1Happy,emo,3.35430056234536
3,18,female,Gen,15661,11,4,2,3,2,7373,1Humorous,emo,4.19481948956204
3,18,female,Gen,3840,17,5,5,4,1,3521,1Proud,emo,3.58433122436753
3,18,female,Gen,2497,16,4,4,2,2,2481,1Relieved,emo,3.39741854235135
3,18,female,DK,2092,16,2,2,2,3,1352,1Devoted,emo,3.32056168019524
3,18,female,DK,5737,17,2,2,3,3,3186,1Eager,emo,3.75868484988244
3,18,female,DK,2918,17,3,3,3,3,960,1Hopeful ,emo,3.46508528755743
3,18,female,Direct,1821,16,3,3,3,3,1620,2Apple,object,3.26030994579492
3,18,female,Direct,11568,13,3,2,3,1,3671,2Book,object,4.06325827995046
3,18,female,Direct,1207,18,4,3,3,2,2114,2Salad,object,3.08170727009735
3,18,female,Gen,2627,70,1,1,3,3,5611,2Arm,object,3.41946007278607
3,18,female,Gen,2007,18,4,4,5,2,2199,2Car,object,3.30254737248749
3,18,female,Gen,1575,13,2,3,3,3,1039,2Chair,object,3.19728055812562
3,18,female,Gen,5986,17,3,2,4,1,1504,2Grass,object,3.77713671250417
3,18,female,Gen,2032,15,4,4,4,3,2448,2Insect,object,3.30792370361188
3,18,female,Gen,2190,18,5,3,4,3,4062,2Potato,object,3.34044411484012
3,18,female,Gen,1513,16,4,4,5,3,1572,2River,object,3.17983892802319
4,38,male,Direct,4673,38,5,4,3,2,3637,1Amazed,emo,3.66959578102431
4,38,male,Direct,6436,38,4,2,4,1,7983,1Devoted,emo,3.80861603542699
4,38,male,Direct,13943,22,5,2,2,1,2392,1Eager,emo,4.14435622736818
4,38,male,Direct,5796,38,4,2,4,1,1196,1Excited,emo,3.76312837679914
4,38,male,Direct,3190,32,2,1,2,2,1710,1Happy,emo,3.50379068305718
4,38,male,Direct,13862,37,1,3,2,2,9112,1Hopeful ,emo,4.14182589451108
4,38,male,Direct,7114,38,2,1,5,1,1319,1Humorous,emo,3.85211386084976
4,38,male,Direct,8054,24,3,4,5,1,1476,1Relieved,emo,3.90601162527141
4,38,male,Gen,9027,34,5,2,5,1,4899,1Enjoying,emo,3.95554344245974
4,38,male,Gen,10078,37,4,2,5,2,1523,1Proud,emo,4.00337435401975
4,38,male,Direct,2639,38,4,3,3,1,1271,2Apple,object,3.42143939022005
4,38,male,Direct,10929,39,3,3,2,3,3128,2Arm,object,4.03858042596158
4,38,male,Direct,6500,38,2,2,3,1,1401,2Book,object,3.81291335664286
4,38,male,Direct,6600,33,2,2,5,2,4513,2Car,object,3.81954393554187
4,38,male,Direct,3419,37,3,2,4,2,2331,2Chair,object,3.53389910079659
4,38,male,Direct,4824,38,5,3,3,2,2830,2Grass,object,3.68340729913209
4,38,male,Direct,2941,38,4,2,2,1,1308,2Potato,object,3.46849502450707
4,38,male,Direct,5569,34,4,3,5,3,3045,2River,object,3.74577721788976
4,38,male,Gen,9605,37,4,3,2,2,5878,2Salad,object,3.98249736919771
4,38,male,DK,17335,11,2,1,3,1,20070,2Insect,object,4.23892384599242
5,18,female,Direct,1327,18,5,5,5,1,532,1Amazed,emo,3.12287092286444
5,18,female,Direct,1335,55,2,5,4,2,1119,1Proud,emo,3.12548126570059
5,18,female,Gen,1299,16,5,5,5,1,1120,1Devoted,emo,3.11360915107303
5,18,female,Gen,1072,2,1,3,3,1,3007,1Eager,emo,3.03019478535675
5,18,female,Gen,1500,25,2,3,2,1,1038,1Happy,emo,3.17609125905568
5,18,female,Gen,1143,30,2,1,1,1,660,1Hopeful ,emo,3.05804623039528
5,18,female,Gen,6364,11,3,4,2,1,5018,1Humorous,emo,3.80373017097454
5,18,female,Gen,1320,18,2,5,5,1,536,1Relieved,emo,3.12057393120585
5,18,female,DK,2790,12,1,2,3,2,659,1Enjoying,emo,3.4456042032736
5,18,female,DK,1395,18,5,4,3,2,1209,1Excited,emo,3.14457420760962
5,18,female,Direct,2655,21,1,1,2,2,778,2Apple,object,3.42406452541749
5,18,female,Direct,1526,23,1,1,3,2,752,2Chair,object,3.18355453361886
5,18,female,Direct,1885,2,1,1,3,2,1569,2Salad,object,3.27531135454181
5,18,female,Gen,1319,21,2,3,2,1,1250,2Book,object,3.12024479554637
5,18,female,Gen,1651,32,2,3,3,1,1256,2Car,object,3.21774707326279
5,18,female,Gen,943,21,1,3,2,2,553,2Grass,object,2.97451169273733
5,18,female,Gen,2090,80,2,1,2,1,2116,2Insect,object,3.32014628611105
5,18,female,Gen,1135,22,1,1,2,2,512,2Potato,object,3.05499586152914
5,18,female,DK,1836,23,1,1,3,3,1697,2Arm,object,3.26387267686522
5,18,female,DK,1446,23,1,2,3,3,948,2River,object,3.16016829295851
6,30,female,Direct,2149,30,4,3,4,2,1861,1Amazed,emo,3.33223641549144
6,30,female,Direct,4795,30,2,2,3,2,7947,1Eager,emo,3.68078861150668
6,30,female,Direct,12327,30,5,3,5,2,5880,1Enjoying,emo,4.09085739598153
6,30,female,Direct,4552,30,4,4,5,2,7795,1Happy,emo,3.65820225338701
6,30,female,Direct,5197,30,3,3,4,2,1995,1Hopeful ,emo,3.71575271682286
6,30,female,Direct,2931,30,4,4,5,2,5676,1Humorous,emo,3.46701581843844
6,30,female,Direct,4334,30,4,3,5,2,4293,1Proud,emo,3.6368889069838
6,30,female,Direct,4917,30,3,1,4,2,4141,1Relieved,emo,3.69170020829016
6,30,female,Gen,4533,30,5,4,5,2,2924,1Devoted,emo,3.65638571905869
6,30,female,Gen,12141,33,5,4,5,1,8686,1Excited,emo,4.08425445911123
6,30,female,Direct,1343,30,2,1,3,2,2449,2Apple,object,3.12807601266872
6,30,female,Direct,5464,30,4,1,2,2,4607,2Arm,object,3.73751069067348
6,30,female,Direct,4646,30,2,1,3,2,4788,2Chair,object,3.66707920546422
6,30,female,Direct,8215,30,3,1,4,2,2952,2River,object,3.91460756777108
6,30,female,Direct,2747,30,5,1,3,2,5441,2Salad,object,3.43885865942056
6,30,female,Gen,2321,30,5,1,3,2,1216,2Book,object,3.36567514045592
6,30,female,Gen,12043,30,4,1,3,2,3107,2Car,object,4.08073468635314
6,30,female,Gen,1907,30,4,1,3,2,6725,2Grass,object,3.28035069304601
6,30,female,Gen,2231,30,3,3,4,2,4757,2Insect,object,3.34849957028384
6,30,female,Gen,3208,30,4,1,3,2,1630,2Potato,object,3.50623435961213
7,19,female,Gen,3467,18,5,5,5,3,1832,1Excited,emo,3.5399538416564
7,19,female,Gen,12226,18,5,3,5,3,5769,1Happy,emo,4.08728439145376
7,19,female,DK,1795,12,5,3,5,3,1121,1Amazed,emo,3.25406445291434
7,19,female,DK,1345,19,5,2,4,3,610,1Devoted,emo,3.12872228433843
7,19,female,DK,2323,18,5,5,2,3,2675,1Eager,emo,3.36604920980024
7,19,female,DK,1268,18,5,3,5,3,2377,1Enjoying,emo,3.10311925354571
7,19,female,DK,1506,18,5,3,5,3,2763,1Hopeful ,emo,3.17782497186468
7,19,female,DK,5509,19,5,3,5,3,2255,1Humorous,emo,3.74107277237332
7,19,female,DK,2437,18,5,4,5,2,3765,1Proud,emo,3.38685552918472
7,19,female,DK,1748,19,5,4,4,3,767,1Relieved,emo,3.24254142829838
7,19,female,Gen,2897,18,2,2,3,3,7234,2Book,object,3.46194849520376
7,19,female,Gen,2229,19,2,3,3,2,1507,2Potato,object,3.34811006848024
7,19,female,Gen,2448,19,5,3,5,2,1143,2River,object,3.38881141347352
7,19,female,DK,5110,19,4,1,4,1,3858,2Apple,object,3.70842090013471
7,19,female,DK,2936,8,2,3,1,1,2677,2Arm,object,3.46775605124403
7,19,female,DK,3893,17,4,4,4,3,773,2Car,object,3.59028440371816
7,19,female,DK,9120,18,2,2,3,3,1831,2Chair,object,3.95999483832842
7,19,female,DK,3590,18,5,3,5,3,1268,2Grass,object,3.55509444857832
7,19,female,DK,1730,19,5,5,1,3,756,2Insect,object,3.2380461031288
7,19,female,DK,2995,19,5,3,2,1,10333,2Salad,object,3.47639682672533
8,19,female,Direct,6478,16,3,2,3,3,3963,1Eager,emo,3.81144094367416
8,19,female,Direct,1857,18,5,3,5,1,4200,1Enjoying,emo,3.26881190373978
8,19,female,Direct,3820,15,4,3,4,2,8126,1Excited,emo,3.58206336291171
8,19,female,Direct,3875,18,5,3,5,1,4061,1Happy,emo,3.58827170684233
8,19,female,Gen,4842,17,5,5,5,2,1084,1Amazed,emo,3.68502478510571
8,19,female,Gen,2970,19,5,5,5,2,2669,1Devoted,emo,3.47275644931721
8,19,female,Gen,2176,17,2,2,3,2,3218,1Hopeful ,emo,3.33765889102614
8,19,female,Gen,2505,19,4,2,4,2,1849,1Humorous,emo,3.39880773020326
8,19,female,Gen,2168,19,5,3,5,2,3541,1Proud,emo,3.33605927786635
8,19,female,Gen,3293,18,5,5,2,1,1825,1Relieved,emo,3.51759173071191
8,19,female,Direct,4567,10,2,1,3,2,2363,2Arm,object,3.659631011607
8,19,female,Direct,5685,19,5,4,4,1,3146,2Book,object,3.75473046902375
8,19,female,Direct,19962,11,5,2,3,2,6786,2Insect,object,4.30020405125247
8,19,female,Direct,3176,19,3,1,3,2,3522,2Potato,object,3.50188049375506
8,19,female,Gen,1919,19,4,1,4,2,6211,2Apple,object,3.28307497473547
8,19,female,Gen,1905,16,5,4,4,3,2371,2Car,object,3.27989498001164
8,19,female,Gen,2185,19,3,1,4,3,3506,2Chair,object,3.33945144130644
8,19,female,Gen,1912,17,5,3,4,3,2405,2Grass,object,3.28148788794008
8,19,female,Gen,2993,17,4,3,4,1,3294,2River,object,3.47610671684019
8,19,female,Gen,3566,18,2,1,3,2,5343,2Salad,object,3.55218133883934
9,20,female,Direct,7556,20,3,2,4,3,6043,1Amazed,emo,3.8782919492498
9,20,female,Direct,2207,20,2,2,2,2,2667,1Eager,emo,3.34380233316165
9,20,female,Direct,3475,20,3,3,4,2,9411,1Happy,emo,3.54095480892613
9,20,female,Direct,3282,11,3,3,5,2,3107,1Humorous,emo,3.51613857671707
9,20,female,Direct,8544,17,1,2,2,3,3323,1Relieved,emo,3.93166123968448
9,20,female,Gen,6502,7,2,3,4,2,3295,1Devoted,emo,3.81304696516011
9,20,female,Gen,2975,20,3,3,5,2,3786,1Enjoying,emo,3.47348697006457
9,20,female,Gen,1981,15,3,3,5,2,4980,1Excited,emo,3.29688447553855
9,20,female,Gen,3459,17,3,4,1,3,4139,1Hopeful ,emo,3.53895056201436
9,20,female,Gen,3562,16,3,1,4,1,7241,1Proud,emo,3.55169391512722
9,20,female,Direct,2988,20,4,1,3,2,6753,2Book,object,3.47538059314336
9,20,female,Direct,2351,10,2,1,3,3,4366,2Grass,object,3.37125262912494
9,20,female,Direct,4626,6,2,3,4,3,2752,2River,object,3.6652056284346
9,20,female,Direct,3919,20,4,1,3,2,3481,2Salad,object,3.5931752634781
9,20,female,Gen,17812,16,3,2,4,2,15336,2Apple,object,4.25071268645919
9,20,female,Gen,2739,12,3,3,4,3,5979,2Arm,object,3.43759203225396
9,20,female,Gen,2125,17,3,3,5,2,4702,2Car,object,3.32735893438633
9,20,female,Gen,1861,11,3,2,5,2,3214,2Chair,object,3.26974637313077
9,20,female,Gen,3558,11,2,2,4,2,4165,2Insect,object,3.55120594374791
9,20,female,Gen,3230,19,3,2,4,3,4449,2Potato,object,3.5092025223311
10,39,male,Direct,2225,26,2,2,2,1,1608,1Eager,emo,3.34733001531695
10,39,male,Gen,2396,30,3,2,2,3,3518,1Amazed,emo,3.37948681371727
10,39,male,Gen,5536,20,4,4,2,1,2118,1Hopeful ,emo,3.7431960814487
10,39,male,Gen,2578,29,3,1,3,2,2116,1Relieved,emo,3.41128291301738
10,39,male,DK,14719,30,2,2,4,2,10534,1Devoted,emo,4.16787830529805
